Unnamed: 1	#Wave	Unnamed: 3	#Intensity
699.292969	2607.465576		
700.611694	2582.219971		
701.93042	2621.916504		
703.249146	2650.577393		
704.567871	2649.142578		
705.886597	2646.653809		
707.205322	2681.031738		
708.524048	2737.348877		
709.842773	2682.95459		
711.161499	2684.543457		
712.480225	2672.002686		
713.79895	2683.634277		
715.117676	2702.935547		
716.436401	2708.729736		
717.755127	2771.804688		
719.073853	2676.418457		
720.392578	2747.75293		
721.711304	2730.102539		
723.030029	2740.569336		
724.348755	2756.151123		
725.66748	2725.007813		
726.986206	2719.492432		
728.304932	2711.449707		
729.623657	2718.125977		
730.942383	2732.303955		
732.261108	2758.968506		
733.579834	2757.219727		
734.89856	2735.328125		
736.217285	2751.041016		
737.536011	2750.063477		
738.854736	2758.987305		
740.173462	2739.307373		
741.492188	2723.948486		
742.810913	2751.972656		
744.129639	2787.381836		
745.448364	2767.948242		
746.76709	2722.107666		
748.085815	2752.314453		
749.404541	2786.411865		
750.723267	2810.321533		
752.041992	2795.321045		
753.360718	2773.996582		
754.679443	2770.254883		
755.998169	2759.234131		
757.316895	2796.623779		
758.63562	2740.07666		
759.954346	2769.164551		
761.273071	2814.195801		
762.591797	2785.660645		
763.910522	2761.126465		
765.229248	2819.779785		
766.547974	2692.447021		
767.866699	2796.889404		
769.185425	2861.906494		
770.50415	2843.933105		
771.822876	2803.777832		
773.141602	2768.977783		
774.460327	2753.212646		
775.779053	2770.126465		
777.097778	2726.237061		
778.416504	2818.314453		
779.735229	2845.573975		
781.053955	2879.223633		
782.372681	2865.452148		
783.691406	2822.601807		
785.010132	2813.480225		
786.328857	2796.779053		
787.647583	2853.070557		
788.966309	2827.448242		
790.285034	2875.770264		
791.60376	2881.875488		
792.922485	2851.974121		
794.241211	2858.165283		
795.559937	2916.633301		
796.878662	2910.491455		
798.197388	2926.748535		
799.516113	2906.557129		
800.834839	2920.825195		
802.153564	2943.4021		
803.47229	2928.970703		
804.791016	2908.342041		
806.109741	2964.255127		
807.428467	2912.85791		
808.747192	2950.989258		
810.065918	2978.251221		
811.384644	2992.265625		
812.703369	2951.967773		
814.022095	2914.952637		
815.34082	2953.656494		
816.659546	3009.547119		
817.978271	3008.586182		
819.296997	2939.903564		
820.615723	2945.526367		
821.934448	2984.497314		
823.253174	2991.352783		
824.571899	3001.076416		
825.890625	3047.77002		
827.209351	2997.022705		
828.528076	2939.644043		
829.846802	2982.938721		
831.165527	3055.639404		
832.484253	3023.064941		
833.802979	2995.505859		
835.121704	3002.305664		
836.44043	2990.778809		
837.759155	3072.334717		
839.077881	2922.005615		
840.396606	3016.499512		
841.715332	3003.749756		
843.034058	2967.161621		
844.352783	2974.529785		
845.671509	3000.053467		
846.990234	2994.191162		
848.30896	3003.295166		
849.627686	3028.494141		
850.946411	3087.720703		
852.265137	3080.002197		
853.583862	3040.994141		
854.902588	3073.873535		
856.221313	3099.536133		
857.540039	3020.409424		
858.858765	3057.53418		
860.17749	3066.771484		
861.496216	3048.339844		
862.814941	3113.366699		
864.133667	3066.689453		
865.452393	3068.394775		
866.771118	3085.751465		
868.089844	3017.282959		
869.408569	3077.481934		
870.727295	3019.517578		
872.046021	3097.985596		
873.364746	3058.507568		
874.683472	3108.485596		
876.002197	3167.759277		
877.320923	3149.917725		
878.639648	3115.473389		
879.958374	3187.957275		
881.2771	3199.407715		
882.595825	3069.489258		
883.914551	3140.678223		
885.233276	3165.102051		
886.552002	3144.623535		
887.870728	3161.263428		
889.189453	3201.657227		
