Unnamed: 1	#Wave	Unnamed: 3	#Intensity
699.292969	4864.333984		
700.611694	4875.554199		
701.93042	5024.854004		
703.249146	5019.275391		
704.567871	4942.544922		
705.886597	4943.130859		
707.205322	5042.284668		
708.524048	5074.046875		
709.842773	5057.982422		
711.161499	4996.868652		
712.480225	4980.286133		
713.79895	4970.737305		
715.117676	5025.135254		
716.436401	5150.749512		
717.755127	5103.692871		
719.073853	5141.144043		
720.392578	5036.040527		
721.711304	5045.562012		
723.030029	5127.922852		
724.348755	5167.481934		
725.66748	5148.995605		
726.986206	5195.520996		
728.304932	5151.14502		
729.623657	5207.116699		
730.942383	5139.497559		
732.261108	5122.615723		
733.579834	5159.966797		
734.89856	5183.564453		
736.217285	5186.947266		
737.536011	5295.384766		
738.854736	5218.437988		
740.173462	5217.689453		
741.492188	5229.32959		
742.810913	5196.663086		
744.129639	5201.569824		
745.448364	5285.665527		
746.76709	5194.925781		
748.085815	5226.944336		
749.404541	5216.708984		
750.723267	5263.491699		
752.041992	5246.118164		
753.360718	5194.459473		
754.679443	5189.989746		
755.998169	5226.159668		
757.316895	5261.100098		
758.63562	5333.418945		
759.954346	5295.157227		
761.273071	5231.04541		
762.591797	5182.348145		
763.910522	5211.690918		
765.229248	5313.601074		
766.547974	5253.150391		
767.866699	5219.791992		
769.185425	5260.436035		
770.50415	5320.333984		
771.822876	5336.89502		
773.141602	5301.925293		
774.460327	5270.389648		
775.779053	5299.884766		
777.097778	5273.560547		
778.416504	5426.62793		
779.735229	5398.525391		
781.053955	5360.234375		
782.372681	5383.46875		
783.691406	5407.790527		
785.010132	5361.096191		
786.328857	5315.892578		
787.647583	5303.854492		
788.966309	5373.796875		
790.285034	5412.949707		
791.60376	5383.045898		
792.922485	5344.367188		
794.241211	5379.737305		
795.559937	5487.830566		
796.878662	5497.083984		
798.197388	5440.537598		
799.516113	5456.880371		
800.834839	5461.700195		
802.153564	5433.30957		
803.47229	5441.150879		
804.791016	5499.637695		
806.109741	5517.213379		
807.428467	5624.723145		
808.747192	5514.821289		
810.065918	5551.741699		
811.384644	5565.666016		
812.703369	5623.150391		
814.022095	5613.380371		
815.34082	5513.165527		
816.659546	5672.580078		
817.978271	5582.595215		
819.296997	5668.100586		
820.615723	5658.287109		
821.934448	5665.905273		
823.253174	5661.177246		
824.571899	5617.801758		
825.890625	5596.835938		
827.209351	5683.224609		
828.528076	5632.062012		
829.846802	5590.406738		
831.165527	5580.425293		
832.484253	5634.0625		
833.802979	5666.101074		
835.121704	5633.94873		
836.44043	5606.772949		
837.759155	5678.183594		
839.077881	5654.440918		
840.396606	5733.557129		
841.715332	5769.64502		
843.034058	5718.106934		
844.352783	5688.378906		
845.671509	5691.935547		
846.990234	5670.597656		
848.30896	5725.309082		
